0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,error
0.0798,0.019175,0.05095,0.05055,0.009675,0.088,0.029225,0.07005,0.114825,0.020225,0.04055,0.03025,0.0488,0.04885,0.128725,0.0308,0.020325,0.01955,0.03905,0.060625,
-0.553129020173767,-0.1412790784932147,-0.0907540826588902,0.33035002499404953,0.29231669721494935,-0.19608323613425313,0.1664792117948112,0.05039589234706119,0.31835835693882514,-0.1217457507141149,0.2522917013806243,-0.05672075487978991,-0.01767076321113971,0.18223337776719947,0.2848000333253987,0.13694588401571092,0.11993755207093586,-0.2856582236372268,0.24679170138062465,-0.3056748875267772,1.156750150273226
0,0,0,0,0,0,0,0,0.115781890472514,0.0,0.14771473503332702,0.0,0.0,0.15154595066650972,0.2848000333253987,0.0990826945370179,0.0,0.0,0.0,0.0,0.08624038550819776
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,error
0.0798,0.019175,0.05095,0.05055,0.009675,0.088,0.029225,0.07005,0.114825,0.020225,0.04055,0.03025,0.0488,0.04885,0.128725,0.0308,0.020325,0.01955,0.03905,0.060625,
0.24052920346346118,0.11968338609854866,-0.14604157641037716,0.07915005831944844,0.11643755207093577,0.1542250458224235,-0.238124895858127,0.2850791951321115,0.2860791951321124,-0.007941593073077336,-0.0887374187693401,-0.16054990835515143,-0.12277074654844015,-0.2823957257200649,0.16020838193287337,-0.0179249291835272,-0.17957490418947794,0.11218338609854835,-0.03794992501785239,0.020354232623185423,0.49091538883790625
0.24052920346346118,0.04666259789336008,0.0,0.006129270114259844,0.11643755207093576,0.03516259789335996,0.0,0.049760129685246346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09104968730099519
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,error
0.0798,0.019175,0.05095,0.05055,0.009675,0.088,0.029225,0.07005,0.114825,0.020225,0.04055,0.03025,0.0488,0.04885,0.128725,0.0308,0.020325,0.01955,0.03905,0.060625,
-0.034441593073077266,-0.2646415597476779,0.3423583569388243,0.07740422429183574,0.628862481254462,0.48872917013806183,0.39190834860747475,0.06813339442989827,0.09766672220899845,0.12492922012616095,0.06413339442989816,0.11367505415377327,-0.03744159307307723,0.29658752707688635,-0.11751658057605162,0.4669666722208989,-0.014170763211139711,0.15147087985003593,0.07540422429183695,0.06414172637467343,1.2131509967361673
0,0,0.04327520411806918,0.07740422429183574,0.6288624812544621,0.48872917013806183,0.3919083486074748,0.0681333944298983,0.09766672220899841,0.12492922012616092,0.06413339442989807,0.09495425761723486,0.0,0.219108440252322,0.0,0.4011230003273032,0.0,0.1443854982444659,0.07540422429183691,0.06414172637467352,0.9014454905193556
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,error
0.0798,0.019175,0.05095,0.05055,0.009675,0.088,0.029225,0.07005,0.114825,0.020225,0.04055,0.03025,0.0488,0.04885,0.128725,0.0308,0.020325,0.01955,0.03905,0.060625,
0.010837568733635266,-0.011433261128302228,0.040625062485122966,0.28355419929778736,0.009845900678410402,-0.005170763211139708,-0.15854157641037703,-0.02819575904546483,0.1917167138776488,0.05837922845751075,0.32135002499404947,-0.19707490418947796,0.3616458506903116,0.034854232623185405,0.5452874937514878,0.13095421596048593,0.10617505415377343,0.0814125562366111,0.07065005831944818,0.19650420762913617,0.563855443813658
0.005120938169484152,0.0,0.03490843192097185,0.21927267954058802,0.0,0.0,0.0,0.0,0.07393603564627699,0.05837922845751076,0.22281257289931056,0.0,0.26310839859557256,0.03485423262318543,0.5452874937514877,0.13095421596048595,0.10617505415377337,0.08141255623661103,0.07065005831944826,0.19650420762913612,0.3458684664858912
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,error
0.0798,0.019175,0.05095,0.05055,0.009675,0.088,0.029225,0.07005,0.114825,0.020225,0.04055,0.03025,0.0488,0.04885,0.128725,0.0308,0.020325,0.01955,0.03905,0.060625,
-0.18008323613425314,0.27280003332539887,0.12644588401571089,-0.24459990002380247,0.09516672220899848,-0.28414989169245297,0.3448750208283747,0.17372504582242357,0.5840749875029746,0.15721671387764852,0.07764172637467309,0.06688756040228555,-0.2826498916924515,-0.007924929183526642,0.17773337776719858,0.09440422429183566,0.1322000499880984,-0.22534573405141486,0.4114250124970232,0.0931500583194482,1.0542869790519915
0,0.028350274934541765,0.0,0.0,0.0,0.0,0.10210435759343259,0.1737250458224236,0.5840749875029746,0.1448176887050725,0.0,0.0,0.0,0.0,0.04408686884075519,0.0944042242918357,0.019527182962390865,0.0,0.2987521454713158,0.09315005831944823,0.3586420019219475
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,error
0.0798,0.019175,0.05095,0.05055,0.009675,0.088,0.029225,0.07005,0.114825,0.020225,0.04055,0.03025,0.0488,0.04885,0.128725,0.0308,0.020325,0.01955,0.03905,0.060625,
0.10542088818138573,-0.21483740210664032,0.4396958423589621,0.22651253957391138,-0.07047492085217684,0.1464542159604861,0.38916251457986184,0.03360006665079784,0.19675837360152396,-0.041212422935014904,0.17948754373958606,-0.044712422935014956,0.062125062485123374,0.17197921179481165,-0.019170763211139665,0.09390422429183631,0.03060839859557293,-0.11977074654843953,0.02460839859557285,-0.27737072988573985,0.5887988892784897
0,0,0.3302793284337075,0.191275079147823,0.0,0.1112167555343977,0.38916251457986173,0.033600066650797844,0.17615216213401652,0.0,0.13652512080457124,0.0,0.039768851017615736,0.15618834954262883,0.0,0.0,0.0,0.0,0.0,0.0,0.2854941852183621
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,error
0.0798,0.019175,0.05095,0.05055,0.009675,0.088,0.029225,0.07005,0.114825,0.020225,0.04055,0.03025,0.0488,0.04885,0.128725,0.0308,0.020325,0.01955,0.03905,0.060625,
0.2002583736015243,-0.07198325279695253,-0.02718742710068978,-0.045933261128302115,0.029091734706022828,0.38617917846941213,-0.049458256962627366,0.28530836527017395,0.09790422429183632,-0.11701658057605173,0.11942922012616071,-0.07823741876933996,-0.05596658890740249,-0.13528741043799028,0.36837502082837537,0.0030917347060227898,-0.2751332278029014,0.308358356938824,-0.12377074654844025,-0.2258540659961905,0.5995317770060008
0.11380435759343213,0.0,0.0,0.0,0.0,0.331891859676269,0.0,0.26031159090522993,0.0,0.0,0.0,0.0,0.0,0.0,0.09390232477953653,0.0,0.0,0.0,0.0,0.0,0.13238341910998988
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,error
0.0798,0.019175,0.05095,0.05055,0.009675,0.088,0.029225,0.07005,0.114825,0.020225,0.04055,0.03025,0.0488,0.04885,0.128725,0.0308,0.020325,0.01955,0.03905,0.060625,
0.09741255623661094,0.08940422429183566,0.09040422429183562,-0.3351915514163274,-0.2253374021066402,0.2658083652701743,-0.12777074654843992,-0.38299570905736485,-0.11199991668650267,0.30184169304927533,-0.03094992501785241,-0.2290999000238028,-0.014949925017852377,0.03987089651273558,-0.10649991668650252,-0.3586998833611019,0.13194588401571097,-0.3707165472506519,-0.24438739377528973,-0.1377957423827654,1.1711327084296588
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06992095999999998
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,error
0.0798,0.019175,0.05095,0.05055,0.009675,0.088,0.029225,0.07005,0.114825,0.020225,0.04055,0.03025,0.0488,0.04885,0.128725,0.0308,0.020325,0.01955,0.03905,0.060625,
0.030362564567960455,0.15597087985003602,0.269833361104499,0.1989958756843611,-0.00917076321113974,0.26856253124256174,0.2477833694358495,0.1394375520709374,0.09692088818138578,0.16146254790526093,0.31134169304927506,-0.20934573405141527,0.2422833694358489,0.01884590067841039,-0.327183219471552,0.040370896512735545,0.12291255623661075,0.3050875270768865,0.34387502082837457,-0.11476241460366517,0.7896614106674492
